Description,Latitude,Longitude
Pokestop,-37.816469,144.953254
Pokestop,-37.816497,144.944524
Pokestop,-37.816535,144.954753
Pokestop,-37.816539,144.948853
Pokestop,-37.816569,144.970026
Pokestop,-37.81658,144.988032
Pokestop,-37.816651,144.961876
Pokestop,-37.816694,144.955104
Pokestop,-37.816732,144.962618
Pokestop,-37.816787,144.943682
Pokestop,-37.816795,144.96041
Pokestop,-37.816814,144.953717
Pokestop,-37.816815,144.965998
Pokestop,-37.816819,144.958209
Pokestop,-37.816827,144.944937
Pokestop,-37.816882,144.98514
Pokestop,-37.816892,144.945437
Pokestop,-37.816944,144.965277
Pokestop,-37.816956,144.967494
Pokestop,-37.816975,144.964272
Pokestop,-37.817,144.969866
Pokestop,-37.817017,144.95619
Pokestop,-37.817039,144.989556
Pokestop,-37.817053,144.960729
Pokestop,-37.817055,144.958985
Pokestop,-37.817065,144.968068
Pokestop,-37.817094,144.956859
Pokestop,-37.817136,144.952991
Pokestop,-37.817144,144.945306
Pokestop,-37.817158,144.967591
Pokestop,-37.817176,144.946197
Pokestop,-37.817177,144.961536
Pokestop,-37.817198,144.948716
Pokestop,-37.817213,144.959698
Pokestop,-37.817268,144.957183
Pokestop,-37.817291,144.968857
Pokestop,-37.817304,144.990562
Pokestop,-37.817333,144.96581
Pokestop,-37.817344,144.964755
Pokestop,-37.817378,144.967248
Pokestop,-37.817395,144.963803
Pokestop,-37.817408,144.960403
Pokestop,-37.817443,144.970102
Pokestop,-37.817444,144.962072
Pokestop,-37.81745,144.949753
Pokestop,-37.817477,144.961554
Pokestop,-37.817508,144.955407
Pokestop,-37.81753,144.968852
Pokestop,-37.817547,144.954847
Pokestop,-37.817591,144.963408
Pokestop,-37.817592,144.991131
Pokestop,-37.817594,144.973399
Pokestop,-37.8176,144.958812
Pokestop,-37.817606,144.96046
Pokestop,-37.817632,144.964597
Pokestop,-37.817686,144.959795
Pokestop,-37.817691,144.96618
Pokestop,-37.817718,144.996075
Pokestop,-37.817733,144.992827
Pokestop,-37.817745,144.96782
Pokestop,-37.817747,144.954266
Pokestop,-37.817749,144.948706
Pokestop,-37.817807,144.965803
Pokestop,-37.817848,144.945776
Pokestop,-37.817887,144.992145
Pokestop,-37.817898,144.994119
Pokestop,-37.817922,144.95392
Pokestop,-37.817948,144.98347
Pokestop,-37.817966,144.968722
Pokestop,-37.817975,144.947868
Pokestop,-37.818013,144.970342
Pokestop,-37.818017,144.949111
Pokestop,-37.818017,144.962408
Pokestop,-37.818024,144.958232
Pokestop,-37.818055,144.961901
Pokestop,-37.818135,144.966043
Pokestop,-37.818148,144.961454
Pokestop,-37.818168,144.994512
Pokestop,-37.81819,144.958579
Pokestop,-37.818196,144.99687
Pokestop,-37.8182,144.996506
Pokestop,-37.818229,144.946614
Pokestop,-37.818257,144.995799
Pokestop,-37.818276,144.968925
Pokestop,-37.818281,144.967251
Pokestop,-37.818283,144.94739
Pokestop,-37.81831,144.973179
Pokestop,-37.818322,144.997513
Pokestop,-37.818334,144.954049
Pokestop,-37.81835,144.956148
Pokestop,-37.818386,144.972334
Pokestop,-37.81839,144.971334
Pokestop,-37.818398,144.959676
Pokestop,-37.818422,144.945724
Pokestop,-37.818431,144.999021
Pokestop,-37.818439,144.971785
Pokestop,-37.818441,144.963684
Pokestop,-37.818485,144.960351
Pokestop,-37.818501,144.999373
Pokestop,-37.818514,144.944177
Pokestop,-37.818519,144.997785
Pokestop,-37.818525,144.955565
Pokestop,-37.81853,144.97449
Pokestop,-37.818552,144.968714
Pokestop,-37.818591,144.957381
Pokestop,-37.818596,144.969867
Pokestop,-37.818611,144.971944
Pokestop,-37.818641,144.95932
Pokestop,-37.818645,144.948802
Pokestop,-37.818656,144.967809
Pokestop,-37.818746,144.954773
Pokestop,-37.818749,144.974041
Pokestop,-37.818754,144.983735
Pokestop,-37.818758,144.960595
Pokestop,-37.818765,144.963453
Pokestop,-37.818766,144.948177
Pokestop,-37.818793,144.957006
Pokestop,-37.818817,144.945043
Pokestop,-37.818856,144.97314
Pokestop,-37.818874,144.984829
Pokestop,-37.818877,144.984416
Pokestop,-37.818901,144.966932
Pokestop,-37.818912,144.95746
Pokestop,-37.818933,144.946166
Pokestop,-37.818946,144.972908
Pokestop,-37.818948,144.961817
Pokestop,-37.818968,144.958301
Pokestop,-37.818971,144.94287
Pokestop,-37.819002,144.9627
Pokestop,-37.819112,144.968037
Pokestop,-37.81914,144.995646
Pokestop,-37.8192,144.946994
Pokestop,-37.819242,144.960437
Pokestop,-37.819273,144.946496
Pokestop,-37.819282,144.958816
Pokestop,-37.819291,144.964421
Pokestop,-37.819334,144.942526
Pokestop,-37.819357,144.959654
Pokestop,-37.819382,144.96018
Pokestop,-37.819479,144.963431
Pokestop,-37.819479,144.965142
Pokestop,-37.819522,144.998473
Pokestop,-37.819538,144.989755
Pokestop,-37.819552,144.971833
Pokestop,-37.819625,144.94494
Pokestop,-37.819657,144.999104
Pokestop,-37.819684,144.968672
Pokestop,-37.81971,144.957117
Pokestop,-37.819735,144.971275
Pokestop,-37.819748,144.967961
Pokestop,-37.819852,144.968364
Pokestop,-37.819859,144.964993
Pokestop,-37.81988,144.961699
Pokestop,-37.819891,144.967141
Pokestop,-37.819924,144.985092
Pokestop,-37.819947,144.97314
Pokestop,-37.819947,144.975417
Pokestop,-37.819974,144.965921
Pokestop,-37.819983,144.987332
Pokestop,-37.820029,144.959926
Pokestop,-37.820051,144.966155
Pokestop,-37.820055,144.961045
Pokestop,-37.820085,144.968853
Pokestop,-37.820102,144.959633
Pokestop,-37.820132,144.944808
Pokestop,-37.820163,144.947952
Pokestop,-37.820219,144.942929
Pokestop,-37.820232,144.946314
Pokestop,-37.820233,144.960698
Pokestop,-37.820267,144.975857
Pokestop,-37.820298,144.973466
Pokestop,-37.820338,144.959452
Pokestop,-37.820412,144.958756
Pokestop,-37.820431,144.945361
Pokestop,-37.820471,144.96426
Pokestop,-37.820522,144.940968
Pokestop,-37.820529,144.985045
Pokestop,-37.820622,144.968371
Pokestop,-37.820624,144.963072
Pokestop,-37.82064,144.963508
Pokestop,-37.820757,144.984846
Pokestop,-37.820778,144.967078
Pokestop,-37.820779,144.962655
Pokestop,-37.820814,144.972773
Pokestop,-37.820865,144.94639
Pokestop,-37.820898,144.965732
Pokestop,-37.82091,144.966547
Pokestop,-37.820913,144.96173
Pokestop,-37.820927,144.964419
Pokestop,-37.821022,144.945308
Pokestop,-37.821076,144.968247
Pokestop,-37.821105,144.961116
Pokestop,-37.82114,144.962203
Pokestop,-37.821154,144.984132
Pokestop,-37.821159,144.97609
Pokestop,-37.821162,144.972935
Pokestop,-37.821163,144.968809
Pokestop,-37.82118,144.933799
Pokestop,-37.821203,144.944827
Pokestop,-37.821211,144.94422
Pokestop,-37.821253,144.983753
Pokestop,-37.821287,144.964616
Pokestop,-37.821473,144.984047
Pokestop,-37.821489,144.973861
Pokestop,-37.82152,144.977466
Pokestop,-37.821562,144.987122
Pokestop,-37.821601,144.984954
Pokestop,-37.821622,144.968034
Pokestop,-37.821628,144.946279
Pokestop,-37.821715,144.944584
Pokestop,-37.821729,144.949175
Pokestop,-37.821741,144.947259
Pokestop,-37.821764,144.974792
Pokestop,-37.821805,144.968482
Pokestop,-37.821832,144.968981
Pokestop,-37.821834,144.972473
Pokestop,-37.821905,144.969842
Pokestop,-37.821929,144.973906
Pokestop,-37.821942,144.946862
Pokestop,-37.821952,144.975252
Pokestop,-37.822017,144.967973
Pokestop,-37.822088,144.944738
Pokestop,-37.822116,144.966759
Pokestop,-37.822195,144.976884
Pokestop,-37.822232,144.970846
Pokestop,-37.822421,144.98703
Pokestop,-37.822456,144.965871
Pokestop,-37.822475,144.969353
Pokestop,-37.822493,144.945843
Pokestop,-37.822576,144.962486
Pokestop,-37.82259,144.993611
Pokestop,-37.822592,144.940213
Pokestop,-37.822597,144.974014
Pokestop,-37.822662,144.967992
Pokestop,-37.822663,144.972308
Pokestop,-37.82267,144.947823
Pokestop,-37.822739,144.966691
Pokestop,-37.822748,144.970515
Pokestop,-37.82277,144.98716
Pokestop,-37.822802,144.949357
Pokestop,-37.822868,144.968394
Pokestop,-37.822881,144.966256
Pokestop,-37.823039,144.976208
Pokestop,-37.823086,144.967995
Pokestop,-37.823179,144.991903
Pokestop,-37.823287,144.964758
Pokestop,-37.823288,144.994256
Pokestop,-37.823313,144.988643
Pokestop,-37.823326,144.993482
Pokestop,-37.823351,144.992863
Pokestop,-37.823406,144.98926
Pokestop,-37.823481,144.974647
Pokestop,-37.823488,144.989684
Pokestop,-37.823567,144.969855
Pokestop,-37.823571,144.966513
Pokestop,-37.823596,144.947311
Pokestop,-37.8237,144.967113
Pokestop,-37.823768,144.96766
Pokestop,-37.823803,144.973784
Pokestop,-37.823819,144.969971
Pokestop,-37.823844,144.97542
Pokestop,-37.823901,144.968299
Pokestop,-37.824047,144.97417
Pokestop,-37.824047,144.992924
Pokestop,-37.824067,144.990155
Pokestop,-37.8241,144.962779
Pokestop,-37.824137,144.99524
Pokestop,-37.824138,144.97016
Pokestop,-37.824163,144.984177
Pokestop,-37.824183,144.967337
Pokestop,-37.824195,144.969762
Pokestop,-37.82426,144.970996
Pokestop,-37.824283,144.991515
Pokestop,-37.824288,144.973185
Pokestop,-37.824289,144.984834
Pokestop,-37.824317,144.977468
Pokestop,-37.824345,144.974415
Pokestop,-37.824361,144.985403
Pokestop,-37.824425,144.976966
Pokestop,-37.824443,144.986426
Pokestop,-37.824451,144.992849
Pokestop,-37.824591,144.949254
Pokestop,-37.824613,144.963471
Pokestop,-37.82464,144.972259
Pokestop,-37.824651,144.945689
Pokestop,-37.824693,144.968432
Pokestop,-37.824735,144.990602
Pokestop,-37.824741,144.970326
Pokestop,-37.82478,144.971132
Pokestop,-37.824809,144.947319
Pokestop,-37.82482,144.991152
Pokestop,-37.824905,144.992377
Pokestop,-37.824961,144.945667
Pokestop,-37.824993,144.951205
Pokestop,-37.825023,144.969998
Pokestop,-37.825024,144.967108
Pokestop,-37.825072,144.992123
Pokestop,-37.825081,144.993496
Pokestop,-37.825111,144.998307
Pokestop,-37.825123,144.989518
Pokestop,-37.825204,144.970506
Pokestop,-37.82522,144.968018
Pokestop,-37.825235,144.995241
Pokestop,-37.825247,144.976364
Pokestop,-37.825255,144.993029
Pokestop,-37.825264,144.950647
Pokestop,-37.825272,144.96933
Pokestop,-37.825278,144.991512
Pokestop,-37.825304,144.997002
Pokestop,-37.825311,144.97159
Pokestop,-37.825365,144.995877
Pokestop,-37.825367,144.994136
Pokestop,-37.82544,144.994918
Pokestop,-37.825458,144.966628
Pokestop,-37.825483,144.990336
Pokestop,-37.825506,144.975998
Pokestop,-37.825572,144.991123
Pokestop,-37.825626,144.966569
Pokestop,-37.825649,144.976611
Pokestop,-37.825659,144.967871
Pokestop,-37.825724,144.975238
Pokestop,-37.825784,144.998076
Pokestop,-37.825791,144.995108
Pokestop,-37.825851,144.9926
Pokestop,-37.825875,144.96873
Pokestop,-37.825924,144.971837
Pokestop,-37.825928,144.994016
Pokestop,-37.826046,144.984294
Pokestop,-37.826059,144.991668
Pokestop,-37.826066,144.966779
Pokestop,-37.826101,144.992958
Pokestop,-37.826124,144.995695
Pokestop,-37.826171,144.991073
Pokestop,-37.826239,144.986016
Pokestop,-37.826311,144.994224
Pokestop,-37.82635,144.99712
Pokestop,-37.826421,144.998478
Pokestop,-37.826441,144.993263
Pokestop,-37.826627,145.001163
Pokestop,-37.826631,144.996918
Pokestop,-37.826646,145.000555
Pokestop,-37.826658,144.970013
Pokestop,-37.826666,144.971912
Pokestop,-37.826703,144.971036
Pokestop,-37.826724,144.967183
Pokestop,-37.826735,144.992724
Pokestop,-37.826877,144.920657
Pokestop,-37.826901,144.967028
Pokestop,-37.827027,144.966451
Pokestop,-37.827114,144.971055
Pokestop,-37.827154,144.99343
Pokestop,-37.827172,144.984412
Pokestop,-37.82718,144.993688
Pokestop,-37.827344,144.985232
Pokestop,-37.827408,144.965938
Pokestop,-37.827435,144.969196
Pokestop,-37.82747,144.991129
Pokestop,-37.827569,144.970311
Pokestop,-37.827574,144.969801
Pokestop,-37.827689,144.997455
Pokestop,-37.827705,144.971962
Pokestop,-37.827718,144.971011
Pokestop,-37.827851,144.993242
Pokestop,-37.827936,144.990741
Pokestop,-37.828047,144.972158
Pokestop,-37.828052,144.988519
Pokestop,-37.828096,144.970261
Pokestop,-37.8281,144.969975
Pokestop,-37.828255,144.995504
Pokestop,-37.828417,144.984722
Pokestop,-37.828669,144.997313
Pokestop,-37.828779,144.993201
Pokestop,-37.828816,144.984251
Pokestop,-37.82883,145.00123
Pokestop,-37.828929,144.941364
Pokestop,-37.828962,144.965557
Pokestop,-37.829018,144.994734
Pokestop,-37.829057,144.963875
Pokestop,-37.829102,144.952306
Pokestop,-37.829214,144.954833
Pokestop,-37.829327,144.954169
Pokestop,-37.829375,144.983337
Pokestop,-37.829383,145.00113
Pokestop,-37.829433,144.997415
Pokestop,-37.829464,144.997992
Pokestop,-37.829505,144.971772
Pokestop,-37.829568,144.947729
Pokestop,-37.829587,144.994548
Pokestop,-37.829624,144.990414
Pokestop,-37.829689,144.971017
Pokestop,-37.829802,144.997092
Pokestop,-37.829832,144.991642
Pokestop,-37.829871,144.995685
Pokestop,-37.829991,144.969129
Pokestop,-37.830034,144.954098
Pokestop,-37.830065,144.971597
Pokestop,-37.830068,144.973118
Pokestop,-37.830103,144.972657
Pokestop,-37.830136,144.970103
Pokestop,-37.830226,144.993274
Pokestop,-37.830286,144.96644
Pokestop,-37.830312,144.971027
Pokestop,-37.8304,144.995798
Pokestop,-37.830612,144.969327
Pokestop,-37.830672,144.972139
Pokestop,-37.83069,144.962506
Pokestop,-37.830702,144.954217
Pokestop,-37.830724,144.960617
Pokestop,-37.830782,144.972574
Pokestop,-37.830812,144.997442
Pokestop,-37.830827,144.960295
Pokestop,-37.83087,144.968387
Pokestop,-37.830956,144.974564
Pokestop,-37.830964,144.959332
Pokestop,-37.831004,144.988139
Pokestop,-37.831004,145.00325
Pokestop,-37.831071,144.973309
Pokestop,-37.831103,144.958868
Pokestop,-37.831139,144.972127
Pokestop,-37.831185,144.971065
Pokestop,-37.831204,144.950315
Pokestop,-37.831278,144.9604
Pokestop,-37.831283,144.9733
Pokestop,-37.831298,144.976633
Pokestop,-37.831373,144.966948
Pokestop,-37.831382,144.97389
Pokestop,-37.831395,144.972334
Pokestop,-37.831418,144.959702
Pokestop,-37.831481,144.974503
Pokestop,-37.831542,144.942087
Pokestop,-37.831614,144.995576
Pokestop,-37.831615,144.975053
Pokestop,-37.831647,144.96992
Pokestop,-37.831694,144.989059
Pokestop,-37.831725,144.975742
Pokestop,-37.831812,144.962321
Pokestop,-37.831821,144.97229
Pokestop,-37.831849,144.971241
Pokestop,-37.831917,144.961571
Pokestop,-37.831921,144.973371
Pokestop,-37.832017,144.97399
Pokestop,-37.832081,144.984015
Pokestop,-37.832091,144.991725
Pokestop,-37.832099,144.974655
Pokestop,-37.832119,145.002365
Pokestop,-37.832237,144.97548
Pokestop,-37.832238,144.969772
Pokestop,-37.832288,144.994776
Pokestop,-37.832308,144.991773
Pokestop,-37.832373,144.972811
Pokestop,-37.832389,144.961465
Pokestop,-37.832409,144.996852
Pokestop,-37.832422,144.974083
Pokestop,-37.832575,144.983344
Pokestop,-37.832586,144.965948
Pokestop,-37.832592,144.943347
Pokestop,-37.832611,144.926186
Pokestop,-37.832646,144.971509
Pokestop,-37.832657,144.974571
Pokestop,-37.832696,144.973274
Pokestop,-37.832723,144.973721
Pokestop,-37.83283,145.003267
Pokestop,-37.832837,145.002266
Pokestop,-37.832927,144.962265
Pokestop,-37.832955,145.002903
Pokestop,-37.832984,144.971963
Pokestop,-37.833011,144.990899
Pokestop,-37.833065,144.996843
Pokestop,-37.833123,144.975459
Pokestop,-37.833186,145.002499
Pokestop,-37.833231,144.955336
Pokestop,-37.8333,144.943348
Pokestop,-37.833337,145.001458
Pokestop,-37.833384,144.975971
Pokestop,-37.833423,144.972439
Pokestop,-37.833593,144.9964
Pokestop,-37.83365,144.955443
Pokestop,-37.833675,145.002776
Pokestop,-37.833787,144.972987
Pokestop,-37.833788,144.967121
Pokestop,-37.833834,144.97157
Pokestop,-37.833839,144.965267
Pokestop,-37.833843,144.961675
Pokestop,-37.833872,144.952078
Pokestop,-37.833977,144.952446
Pokestop,-37.833992,144.97139
Pokestop,-37.833999,144.996488
Pokestop,-37.834051,144.941305
Pokestop,-37.83426,144.940256
Pokestop,-37.834268,144.944389
Pokestop,-37.834482,144.972531
Pokestop,-37.834553,144.964403
Pokestop,-37.834625,144.956618
Pokestop,-37.834637,144.9659
Pokestop,-37.834664,144.94069
Pokestop,-37.834769,145.002686
Pokestop,-37.834783,144.946003
Pokestop,-37.8348,145.005216
Pokestop,-37.834857,144.975174
Pokestop,-37.834866,144.97367
Pokestop,-37.834987,144.970264
Pokestop,-37.835078,144.996608
Pokestop,-37.8351,144.977034
Pokestop,-37.835161,144.958357
Pokestop,-37.835199,144.974637
Pokestop,-37.835202,144.96131
Pokestop,-37.835438,144.973357
Pokestop,-37.835555,144.958149
Pokestop,-37.835634,144.953648
Pokestop,-37.835764,144.975706
Pokestop,-37.835768,144.92998
Pokestop,-37.835821,144.975074
Pokestop,-37.835906,144.942609
Pokestop,-37.836041,144.929649
Pokestop,-37.836244,144.92418
Pokestop,-37.836247,144.950522
Pokestop,-37.836348,144.964803
Pokestop,-37.836388,144.976484
Pokestop,-37.836458,145.004417
Pokestop,-37.83665,144.940351
Pokestop,-37.836658,144.928819
Pokestop,-37.836724,144.930744
Pokestop,-37.83675,144.957635
Pokestop,-37.83678,145.005226
Pokestop,-37.836789,144.920383
Pokestop,-37.836807,145.002802
Pokestop,-37.836813,144.97406
Pokestop,-37.83684,144.936758
Pokestop,-37.836982,145.00327
Pokestop,-37.837017,145.004766
Pokestop,-37.837018,144.937546
Pokestop,-37.837034,144.965761
Pokestop,-37.837047,144.975459
Pokestop,-37.837111,144.997857
Pokestop,-37.837163,144.963245
Pokestop,-37.837196,145.004
Pokestop,-37.837213,144.935078
Pokestop,-37.837239,144.917832
Pokestop,-37.83733,144.924035
Pokestop,-37.83734,144.977761
Pokestop,-37.837641,144.975652
Pokestop,-37.837665,144.967608
Pokestop,-37.837768,144.919945
Pokestop,-37.837883,144.98163
Pokestop,-37.837893,144.960322
Pokestop,-37.837912,144.919724
Pokestop,-37.837925,144.994766
Pokestop,-37.837948,144.941411
Pokestop,-37.838011,144.995324
Pokestop,-37.838079,144.980211
Pokestop,-37.838305,144.959779
Pokestop,-37.838335,144.928606
Pokestop,-37.838424,144.994937
Pokestop,-37.838496,144.929617
Pokestop,-37.838496,144.960484
Pokestop,-37.838548,144.967602
Pokestop,-37.838548,144.974945
Pokestop,-37.838611,144.963347
Pokestop,-37.838621,144.955455
Pokestop,-37.838624,144.99593
Pokestop,-37.838868,144.996587
Pokestop,-37.838873,144.945093
Pokestop,-37.838875,144.966758
Pokestop,-37.839057,144.980527
Pokestop,-37.83916,144.996228
Pokestop,-37.839236,144.941898
Pokestop,-37.839273,144.976267
Pokestop,-37.839311,144.963664
Pokestop,-37.839357,144.995486
Pokestop,-37.839362,144.943988
Pokestop,-37.839369,144.952879
Pokestop,-37.839373,144.918811
Pokestop,-37.839382,144.954572
Pokestop,-37.83947,144.965262
Pokestop,-37.839509,144.922743
Pokestop,-37.839537,145.005114
Pokestop,-37.839687,144.996288
Pokestop,-37.839727,144.917146
Pokestop,-37.839765,144.998848
Pokestop,-37.839781,144.941561
Pokestop,-37.8399,144.981577
Pokestop,-37.839997,144.939129
Pokestop,-37.840101,144.999457
Pokestop,-37.840159,144.927042
Pokestop,-37.84019,144.976629
Pokestop,-37.840231,144.963843
Pokestop,-37.840319,145.008841
Pokestop,-37.840354,144.936868
Pokestop,-37.840376,144.94497
Pokestop,-37.840379,144.940522
Pokestop,-37.840439,144.979979
Pokestop,-37.840456,144.962646
Pokestop,-37.840518,145.004845
Pokestop,-37.840693,144.97502
Pokestop,-37.840801,144.954915
Pokestop,-37.840862,144.965287
Pokestop,-37.840914,144.938293
Pokestop,-37.84095,144.937708
Pokestop,-37.841001,144.946281
Pokestop,-37.841006,144.961337
Pokestop,-37.84102,145.008662
Pokestop,-37.841029,144.995159
Pokestop,-37.84103,145.008991
Pokestop,-37.841038,145.007715
Pokestop,-37.841118,144.932286
Pokestop,-37.841181,144.962997
Pokestop,-37.84124,144.9561
Pokestop,-37.8413,145.010058
Pokestop,-37.841521,144.945555
Pokestop,-37.84154,144.977782
Pokestop,-37.841564,144.941212
Pokestop,-37.841598,144.942675
Pokestop,-37.841618,144.934107
Pokestop,-37.841721,144.926531
Pokestop,-37.841766,144.93498
Pokestop,-37.841771,144.971247
Pokestop,-37.841887,144.964724
Pokestop,-37.841891,144.926939
Pokestop,-37.8419,144.94715
Pokestop,-37.841924,144.964089
Pokestop,-37.842008,144.946363
Pokestop,-37.842083,144.935644
Pokestop,-37.842416,144.977399
Pokestop,-37.842492,144.984311
Pokestop,-37.842533,144.975696
Pokestop,-37.842551,144.998706
Pokestop,-37.84256,144.962619
Pokestop,-37.842591,144.952683
Pokestop,-37.842595,144.93179
Pokestop,-37.842635,144.994741
Pokestop,-37.842691,144.993996
Pokestop,-37.842709,144.996985
Pokestop,-37.842749,144.946332
Pokestop,-37.842802,144.947516
Pokestop,-37.842924,144.953798
Pokestop,-37.842993,144.944748
Pokestop,-37.843019,144.938525
Pokestop,-37.843035,144.937381
Pokestop,-37.843098,144.996555
Pokestop,-37.843123,144.945705
Pokestop,-37.843137,144.981507
Pokestop,-37.843165,144.946764
Pokestop,-37.843191,144.981978
Pokestop,-37.843292,144.937891
Pokestop,-37.84332,144.99123
Pokestop,-37.843328,144.962187
Pokestop,-37.843392,144.978584
Pokestop,-37.843426,144.946788
Pokestop,-37.843446,144.94648
Pokestop,-37.843503,144.984335
Pokestop,-37.843764,144.9942
Pokestop,-37.843849,144.97859
Pokestop,-37.84391,144.995392
Pokestop,-37.843934,144.944479
Pokestop,-37.844017,144.951444
Pokestop,-37.844065,144.993179
Pokestop,-37.844124,144.993564
Pokestop,-37.844204,144.989746
Pokestop,-37.844221,144.97888
Pokestop,-37.844271,144.997067
Pokestop,-37.84435,144.944171
Pokestop,-37.844473,144.931156
Pokestop,-37.844513,144.999861
Pokestop,-37.844523,144.994436
Pokestop,-37.844618,145.002463
Pokestop,-37.844712,144.950957
Pokestop,-37.844713,144.995294
Pokestop,-37.844888,145.003063
Pokestop,-37.845025,144.993285
Pokestop,-37.845044,144.99762
Pokestop,-37.84524,144.993976
Pokestop,-37.845274,144.994293
Pokestop,-37.845327,145.00883
Pokestop,-37.845434,144.96614
Pokestop,-37.845486,144.999686
Pokestop,-37.84563,144.993575
Pokestop,-37.845704,144.985858
Pokestop,-37.845898,144.9931
Pokestop,-37.845928,144.967165
Pokestop,-37.845961,144.996419
Pokestop,-37.845977,144.98793
Pokestop,-37.846005,144.982458
Pokestop,-37.846006,144.986799
Pokestop,-37.846033,144.98204
Pokestop,-37.846038,144.998322
Pokestop,-37.846137,144.982897
Pokestop,-37.846157,144.979533
Pokestop,-37.84619,144.988284
Pokestop,-37.846199,144.982626
Pokestop,-37.846234,144.975723
Pokestop,-37.846337,144.983333
Pokestop,-37.84634,144.97702
Pokestop,-37.846378,144.990966
Pokestop,-37.846559,144.99244
Pokestop,-37.846588,144.966077
Pokestop,-37.846615,144.992949
Pokestop,-37.846628,144.991769
Pokestop,-37.846944,144.980432
Pokestop,-37.846962,144.978262
Pokestop,-37.846987,144.979831
Pokestop,-37.847011,144.994548
Pokestop,-37.847077,144.993109
Pokestop,-37.84709,144.996913
Pokestop,-37.847144,144.979064
Pokestop,-37.847201,144.978557
Pokestop,-37.847201,144.979172
Pokestop,-37.847294,144.995414
Pokestop,-37.847345,144.998422
Pokestop,-37.847433,144.992003
Pokestop,-37.847479,144.995632
Pokestop,-37.84748,144.997857
Pokestop,-37.847505,144.982138
Pokestop,-37.847567,144.996403
Pokestop,-37.847575,144.998597
Pokestop,-37.847628,144.991516
Pokestop,-37.847671,144.970036
Pokestop,-37.847721,144.984316
Pokestop,-37.847725,145.003156
Pokestop,-37.84775,144.983395
Pokestop,-37.847796,144.99353
Pokestop,-37.847805,144.968154
Pokestop,-37.847846,144.981482
Pokestop,-37.847879,144.995026
Pokestop,-37.847954,144.980236
Pokestop,-37.84801,145.003294
Pokestop,-37.848057,144.979345
Pokestop,-37.848074,144.965474
Pokestop,-37.848136,144.982284
Pokestop,-37.848243,144.983154
Pokestop,-37.848275,144.967141
Pokestop,-37.848292,144.994998
Pokestop,-37.848416,144.984423
Pokestop,-37.848423,144.966762
Pokestop,-37.84871,144.993913
Pokestop,-37.848746,144.991092
Pokestop,-37.848749,144.974278
Pokestop,-37.84875,144.990252
Pokestop,-37.84879,144.987252
Pokestop,-37.849018,144.993166
Pokestop,-37.849027,144.995797
Pokestop,-37.849088,144.965458
Pokestop,-37.849115,144.993916
Pokestop,-37.849143,144.992823
Pokestop,-37.84916,144.990004
Pokestop,-37.849166,144.991351
Pokestop,-37.849216,144.967625
Pokestop,-37.849399,144.996452
Pokestop,-37.849426,144.980003
Pokestop,-37.849447,144.992332
Pokestop,-37.849484,144.965301
Pokestop,-37.84954,144.97661
Pokestop,-37.849555,144.993038
Pokestop,-37.849609,144.968794
Pokestop,-37.849623,144.968231
Pokestop,-37.849681,144.972797
Pokestop,-37.849705,144.991781
Pokestop,-37.849759,144.982108
Pokestop,-37.849797,144.997077
Pokestop,-37.849798,144.962008
Pokestop,-37.84981,144.965017
Pokestop,-37.849899,144.965627
Pokestop,-37.849931,144.99192
Pokestop,-37.850037,144.980719
Pokestop,-37.850068,144.996818
Pokestop,-37.850259,144.99526
Pokestop,-37.850304,144.977015
Pokestop,-37.850378,144.969783
Pokestop,-37.850525,144.996409
Pokestop,-37.850541,144.995396
Pokestop,-37.850551,145.001009
Pokestop,-37.850643,144.994861
Pokestop,-37.850667,144.993135
Pokestop,-37.850739,145.001205
Pokestop,-37.850744,144.986582
Pokestop,-37.850762,144.989899
Pokestop,-37.850763,144.969001
Pokestop,-37.850796,144.991748
Pokestop,-37.850851,144.980432
Pokestop,-37.85086,144.993777
Pokestop,-37.850983,144.987313
Pokestop,-37.851008,144.984271
Pokestop,-37.851066,144.989513
Pokestop,-37.851071,144.990367
Pokestop,-37.851339,144.988629
Pokestop,-37.851352,144.978764
Pokestop,-37.851422,144.971511
Pokestop,-37.851491,144.96998
Pokestop,-37.851656,144.992682
Pokestop,-37.851659,144.990881
Pokestop,-37.85171,144.980786
Pokestop,-37.851745,144.991807
Pokestop,-37.851757,144.993247
Pokestop,-37.851956,144.994766
Pokestop,-37.851959,144.995131
Pokestop,-37.852008,144.977974
Pokestop,-37.852189,145.000601
Pokestop,-37.852199,144.994135
Pokestop,-37.852231,144.993444
Pokestop,-37.852273,144.981772
Pokestop,-37.852391,144.996591
Pokestop,-37.852411,144.998132
Pokestop,-37.852465,144.992778
Pokestop,-37.852509,144.975828
Pokestop,-37.852514,144.992154
Pokestop,-37.852539,144.993063
Pokestop,-37.852548,144.974347
Pokestop,-37.852557,144.997804
Pokestop,-37.852688,145.000125
Pokestop,-37.852757,144.996132
Pokestop,-37.85281,144.981926
Pokestop,-37.852823,144.972211
Pokestop,-37.852988,145.000592
Pokestop,-37.85308,144.991821
Pokestop,-37.853087,145.001826
Pokestop,-37.853162,144.992616
Pokestop,-37.853167,144.986198
Pokestop,-37.853237,144.976903
Pokestop,-37.853307,145.00325
Pokestop,-37.853417,144.993483
Pokestop,-37.853492,144.974772
Pokestop,-37.853626,144.992181
Pokestop,-37.853708,144.996295
